Tên nhà cung cấp (*),Số điện thoại (*),Mã số thuế,Email,Địa chỉ,Số dư nợ đầu kỳ (VNĐ),Ghi chú
Đại lý Phân phối Cấp 1 Thái Bình Dương - CN 09792,0820009792,0100009792,ncc09792@tháibìnhdương.vn,"Số 12 Cách Mạng Tháng 8, Nghệ An",10000000,Đối tác cung ứng cấp 1 khu vực Nghệ An
Công ty TNHH Phân phối Nam Việt - CN 09793,0820009793,0100009793,ncc09793@namviệt.vn,"Số 13 Võ Văn Kiệt, Thanh Hóa",0,Đối tác cung ứng cấp 1 khu vực Thanh Hóa
Công ty Cổ phần Thương mại Đông Dương - CN 09794,0820009794,0100009794,ncc09794@đôngdương.vn,"Số 14 Quang Trung, Khánh Hòa",0,Đối tác cung ứng cấp 1 khu vực Khánh Hòa
Tổng Kho Đại lý Gia Phát - CN 09795,0820009795,0100009795,ncc09795@giaphát.vn,"Số 15 Bạch Đằng, Lâm Đồng",25000000,Đối tác cung ứng cấp 1 khu vực Lâm Đồng
Nhà phân phối Hàng tiêu dùng Tân Tiến - CN 09796,0820009796,0100009796,ncc09796@tântiến.vn,"Số 16 Nguyễn Trãi, Hà Nội",0,Đối tác cung ứng cấp 1 khu vực Hà Nội
Doanh nghiệp Tư nhân Đức Trí - CN 09797,0820009797,0100009797,ncc09797@đứctrí.vn,"Số 17 Lê Lợi, TP. Hồ Chí Minh",0,Đối tác cung ứng cấp 1 khu vực TP. Hồ Chí Minh
Công ty TNHH Thực phẩm An Bình - CN 09798,0820009798,0100009798,ncc09798@anbình.vn,"Số 18 Trần Hưng Đạo, Đà Nẵng",40000000,Đối tác cung ứng cấp 1 khu vực Đà Nẵng
Công ty Cổ phần Đầu tư Bán lẻ Khang Thịnh - CN 09799,0820009799,0100009799,ncc09799@khangthịnh.vn,"Số 19 Hai Bà Trưng, Hải Phòng",0,Đối tác cung ứng cấp 1 khu vực Hải Phòng
Đại lý Phân phối Cấp 1 Thịnh Vượng - CN 09800,0820009800,0100009800,ncc09800@thịnhvượng.vn,"Số 20 Hoàng Diệu, Cần Thơ",0,Đối tác cung ứng cấp 1 khu vực Cần Thơ
Công ty TNHH Phân phối Việt Phát - CN 09801,0820009801,0100009801,ncc09801@việtphát.vn,"Số 21 Giải Phóng, Bình Dương",5000000,Đối tác cung ứng cấp 1 khu vực Bình Dương
Công ty Cổ phần Thương mại Hưng Thịnh - CN 09802,0820009802,0100009802,ncc09802@hưngthịnh.vn,"Số 22 Cầu Giấy, Đồng Nai",0,Đối tác cung ứng cấp 1 khu vực Đồng Nai
Tổng Kho Đại lý Toàn Thắng - CN 09803,0820009803,0100009803,ncc09803@toànthắng.vn,"Số 23 Nguyễn Huệ, Bắc Ninh",0,Đối tác cung ứng cấp 1 khu vực Bắc Ninh
Nhà phân phối Hàng tiêu dùng Phúc Lộc - CN 09804,0820009804,0100009804,ncc09804@phúclộc.vn,"Số 24 Điện Biên Phủ, Thái Nguyên",20000000,Đối tác cung ứng cấp 1 khu vực Thái Nguyên
Doanh nghiệp Tư nhân Minh Châu - CN 09805,0820009805,0100009805,ncc09805@minhchâu.vn,"Số 25 Lý Thường Kiệt, Quảng Ninh",0,Đối tác cung ứng cấp 1 khu vực Quảng Ninh
Công ty TNHH Thực phẩm Đại Nam - CN 09806,0820009806,0100009806,ncc09806@đạinam.vn,"Số 26 Pasteur, Nam Định",0,Đối tác cung ứng cấp 1 khu vực Nam Định
Công ty Cổ phần Đầu tư Bán lẻ Hải Đăng - CN 09807,0820009807,0100009807,ncc09807@hảiđăng.vn,"Số 27 Cách Mạng Tháng 8, Nghệ An",35000000,Đối tác cung ứng cấp 1 khu vực Nghệ An
Đại lý Phân phối Cấp 1 Á Châu - CN 09808,0820009808,0100009808,ncc09808@áchâu.vn,"Số 28 Võ Văn Kiệt, Thanh Hóa",0,Đối tác cung ứng cấp 1 khu vực Thanh Hóa
Công ty TNHH Phân phối Hoàng Kim - CN 09809,0820009809,0100009809,ncc09809@hoàngkim.vn,"Số 29 Quang Trung, Khánh Hòa",0,Đối tác cung ứng cấp 1 khu vực Khánh Hòa
Công ty Cổ phần Thương mại Thành Đạt - CN 09810,0820009810,0100009810,ncc09810@thànhđạt.vn,"Số 30 Bạch Đằng, Lâm Đồng",0,Đối tác cung ứng cấp 1 khu vực Lâm Đồng
Tổng Kho Đại lý Thiên Phú - CN 09811,0820009811,0100009811,ncc09811@thiênphú.vn,"Số 31 Nguyễn Trãi, Hà Nội",0,Đối tác cung ứng cấp 1 khu vực Hà Nội
Nhà phân phối Hàng tiêu dùng Thái Bình Dương - CN 09812,0820009812,0100009812,ncc09812@tháibìnhdương.vn,"Số 32 Lê Lợi, TP. Hồ Chí Minh",0,Đối tác cung ứng cấp 1 khu vực TP. Hồ Chí Minh
Doanh nghiệp Tư nhân Nam Việt - CN 09813,0820009813,0100009813,ncc09813@namviệt.vn,"Số 33 Trần Hưng Đạo, Đà Nẵng",15000000,Đối tác cung ứng cấp 1 khu vực Đà Nẵng
Công ty TNHH Thực phẩm Đông Dương - CN 09814,0820009814,0100009814,ncc09814@đôngdương.vn,"Số 34 Hai Bà Trưng, Hải Phòng",0,Đối tác cung ứng cấp 1 khu vực Hải Phòng
Công ty Cổ phần Đầu tư Bán lẻ Gia Phát - CN 09815,0820009815,0100009815,ncc09815@giaphát.vn,"Số 35 Hoàng Diệu, Cần Thơ",0,Đối tác cung ứng cấp 1 khu vực Cần Thơ
Đại lý Phân phối Cấp 1 Tân Tiến - CN 09816,0820009816,0100009816,ncc09816@tântiến.vn,"Số 36 Giải Phóng, Bình Dương",30000000,Đối tác cung ứng cấp 1 khu vực Bình Dương
Công ty TNHH Phân phối Đức Trí - CN 09817,0820009817,0100009817,ncc09817@đứctrí.vn,"Số 37 Cầu Giấy, Đồng Nai",0,Đối tác cung ứng cấp 1 khu vực Đồng Nai
Công ty Cổ phần Thương mại An Bình - CN 09818,0820009818,0100009818,ncc09818@anbình.vn,"Số 38 Nguyễn Huệ, Bắc Ninh",0,Đối tác cung ứng cấp 1 khu vực Bắc Ninh
Tổng Kho Đại lý Khang Thịnh - CN 09819,0820009819,0100009819,ncc09819@khangthịnh.vn,"Số 39 Điện Biên Phủ, Thái Nguyên",45000000,Đối tác cung ứng cấp 1 khu vực Thái Nguyên
Nhà phân phối Hàng tiêu dùng Thịnh Vượng - CN 09820,0820009820,0100009820,ncc09820@thịnhvượng.vn,"Số 40 Lý Thường Kiệt, Quảng Ninh",0,Đối tác cung ứng cấp 1 khu vực Quảng Ninh
Doanh nghiệp Tư nhân Việt Phát - CN 09821,0820009821,0100009821,ncc09821@việtphát.vn,"Số 41 Pasteur, Nam Định",0,Đối tác cung ứng cấp 1 khu vực Nam Định
Công ty TNHH Thực phẩm Hưng Thịnh - CN 09822,0820009822,0100009822,ncc09822@hưngthịnh.vn,"Số 42 Cách Mạng Tháng 8, Nghệ An",10000000,Đối tác cung ứng cấp 1 khu vực Nghệ An
Công ty Cổ phần Đầu tư Bán lẻ Toàn Thắng - CN 09823,0820009823,0100009823,ncc09823@toànthắng.vn,"Số 43 Võ Văn Kiệt, Thanh Hóa",0,Đối tác cung ứng cấp 1 khu vực Thanh Hóa
Đại lý Phân phối Cấp 1 Phúc Lộc - CN 09824,0820009824,0100009824,ncc09824@phúclộc.vn,"Số 44 Quang Trung, Khánh Hòa",0,Đối tác cung ứng cấp 1 khu vực Khánh Hòa
Công ty TNHH Phân phối Minh Châu - CN 09825,0820009825,0100009825,ncc09825@minhchâu.vn,"Số 45 Bạch Đằng, Lâm Đồng",25000000,Đối tác cung ứng cấp 1 khu vực Lâm Đồng
Công ty Cổ phần Thương mại Đại Nam - CN 09826,0820009826,0100009826,ncc09826@đạinam.vn,"Số 46 Nguyễn Trãi, Hà Nội",0,Đối tác cung ứng cấp 1 khu vực Hà Nội
Tổng Kho Đại lý Hải Đăng - CN 09827,0820009827,0100009827,ncc09827@hảiđăng.vn,"Số 47 Lê Lợi, TP. Hồ Chí Minh",0,Đối tác cung ứng cấp 1 khu vực TP. Hồ Chí Minh
Nhà phân phối Hàng tiêu dùng Á Châu - CN 09828,0820009828,0100009828,ncc09828@áchâu.vn,"Số 48 Trần Hưng Đạo, Đà Nẵng",40000000,Đối tác cung ứng cấp 1 khu vực Đà Nẵng
Doanh nghiệp Tư nhân Hoàng Kim - CN 09829,0820009829,0100009829,ncc09829@hoàngkim.vn,"Số 49 Hai Bà Trưng, Hải Phòng",0,Đối tác cung ứng cấp 1 khu vực Hải Phòng
Công ty TNHH Thực phẩm Thành Đạt - CN 09830,0820009830,0100009830,ncc09830@thànhđạt.vn,"Số 50 Hoàng Diệu, Cần Thơ",0,Đối tác cung ứng cấp 1 khu vực Cần Thơ
Công ty Cổ phần Đầu tư Bán lẻ Thiên Phú - CN 09831,0820009831,0100009831,ncc09831@thiênphú.vn,"Số 51 Giải Phóng, Bình Dương",5000000,Đối tác cung ứng cấp 1 khu vực Bình Dương
Đại lý Phân phối Cấp 1 Thái Bình Dương - CN 09832,0820009832,0100009832,ncc09832@tháibìnhdương.vn,"Số 52 Cầu Giấy, Đồng Nai",0,Đối tác cung ứng cấp 1 khu vực Đồng Nai
Công ty TNHH Phân phối Nam Việt - CN 09833,0820009833,0100009833,ncc09833@namviệt.vn,"Số 53 Nguyễn Huệ, Bắc Ninh",0,Đối tác cung ứng cấp 1 khu vực Bắc Ninh
Công ty Cổ phần Thương mại Đông Dương - CN 09834,0820009834,0100009834,ncc09834@đôngdương.vn,"Số 54 Điện Biên Phủ, Thái Nguyên",20000000,Đối tác cung ứng cấp 1 khu vực Thái Nguyên
Tổng Kho Đại lý Gia Phát - CN 09835,0820009835,0100009835,ncc09835@giaphát.vn,"Số 55 Lý Thường Kiệt, Quảng Ninh",0,Đối tác cung ứng cấp 1 khu vực Quảng Ninh
Nhà phân phối Hàng tiêu dùng Tân Tiến - CN 09836,0820009836,0100009836,ncc09836@tântiến.vn,"Số 56 Pasteur, Nam Định",0,Đối tác cung ứng cấp 1 khu vực Nam Định
Doanh nghiệp Tư nhân Đức Trí - CN 09837,0820009837,0100009837,ncc09837@đứctrí.vn,"Số 57 Cách Mạng Tháng 8, Nghệ An",35000000,Đối tác cung ứng cấp 1 khu vực Nghệ An
Công ty TNHH Thực phẩm An Bình - CN 09838,0820009838,0100009838,ncc09838@anbình.vn,"Số 58 Võ Văn Kiệt, Thanh Hóa",0,Đối tác cung ứng cấp 1 khu vực Thanh Hóa
Công ty Cổ phần Đầu tư Bán lẻ Khang Thịnh - CN 09839,0820009839,0100009839,ncc09839@khangthịnh.vn,"Số 59 Quang Trung, Khánh Hòa",0,Đối tác cung ứng cấp 1 khu vực Khánh Hòa
Đại lý Phân phối Cấp 1 Thịnh Vượng - CN 09840,0820009840,0100009840,ncc09840@thịnhvượng.vn,"Số 60 Bạch Đằng, Lâm Đồng",0,Đối tác cung ứng cấp 1 khu vực Lâm Đồng
Công ty TNHH Phân phối Việt Phát - CN 09841,0820009841,0100009841,ncc09841@việtphát.vn,"Số 61 Nguyễn Trãi, Hà Nội",0,Đối tác cung ứng cấp 1 khu vực Hà Nội
Công ty Cổ phần Thương mại Hưng Thịnh - CN 09842,0820009842,0100009842,ncc09842@hưngthịnh.vn,"Số 62 Lê Lợi, TP. Hồ Chí Minh",0,Đối tác cung ứng cấp 1 khu vực TP. Hồ Chí Minh
Tổng Kho Đại lý Toàn Thắng - CN 09843,0820009843,0100009843,ncc09843@toànthắng.vn,"Số 63 Trần Hưng Đạo, Đà Nẵng",15000000,Đối tác cung ứng cấp 1 khu vực Đà Nẵng
Nhà phân phối Hàng tiêu dùng Phúc Lộc - CN 09844,0820009844,0100009844,ncc09844@phúclộc.vn,"Số 64 Hai Bà Trưng, Hải Phòng",0,Đối tác cung ứng cấp 1 khu vực Hải Phòng
Doanh nghiệp Tư nhân Minh Châu - CN 09845,0820009845,0100009845,ncc09845@minhchâu.vn,"Số 65 Hoàng Diệu, Cần Thơ",0,Đối tác cung ứng cấp 1 khu vực Cần Thơ
Công ty TNHH Thực phẩm Đại Nam - CN 09846,0820009846,0100009846,ncc09846@đạinam.vn,"Số 66 Giải Phóng, Bình Dương",30000000,Đối tác cung ứng cấp 1 khu vực Bình Dương
Công ty Cổ phần Đầu tư Bán lẻ Hải Đăng - CN 09847,0820009847,0100009847,ncc09847@hảiđăng.vn,"Số 67 Cầu Giấy, Đồng Nai",0,Đối tác cung ứng cấp 1 khu vực Đồng Nai
Đại lý Phân phối Cấp 1 Á Châu - CN 09848,0820009848,0100009848,ncc09848@áchâu.vn,"Số 68 Nguyễn Huệ, Bắc Ninh",0,Đối tác cung ứng cấp 1 khu vực Bắc Ninh
Công ty TNHH Phân phối Hoàng Kim - CN 09849,0820009849,0100009849,ncc09849@hoàngkim.vn,"Số 69 Điện Biên Phủ, Thái Nguyên",45000000,Đối tác cung ứng cấp 1 khu vực Thái Nguyên
Công ty Cổ phần Thương mại Thành Đạt - CN 09850,0820009850,0100009850,ncc09850@thànhđạt.vn,"Số 70 Lý Thường Kiệt, Quảng Ninh",0,Đối tác cung ứng cấp 1 khu vực Quảng Ninh
Tổng Kho Đại lý Thiên Phú - CN 09851,0820009851,0100009851,ncc09851@thiênphú.vn,"Số 71 Pasteur, Nam Định",0,Đối tác cung ứng cấp 1 khu vực Nam Định
Nhà phân phối Hàng tiêu dùng Thái Bình Dương - CN 09852,0820009852,0100009852,ncc09852@tháibìnhdương.vn,"Số 72 Cách Mạng Tháng 8, Nghệ An",10000000,Đối tác cung ứng cấp 1 khu vực Nghệ An
Doanh nghiệp Tư nhân Nam Việt - CN 09853,0820009853,0100009853,ncc09853@namviệt.vn,"Số 73 Võ Văn Kiệt, Thanh Hóa",0,Đối tác cung ứng cấp 1 khu vực Thanh Hóa
Công ty TNHH Thực phẩm Đông Dương - CN 09854,0820009854,0100009854,ncc09854@đôngdương.vn,"Số 74 Quang Trung, Khánh Hòa",0,Đối tác cung ứng cấp 1 khu vực Khánh Hòa
Công ty Cổ phần Đầu tư Bán lẻ Gia Phát - CN 09855,0820009855,0100009855,ncc09855@giaphát.vn,"Số 75 Bạch Đằng, Lâm Đồng",25000000,Đối tác cung ứng cấp 1 khu vực Lâm Đồng
Đại lý Phân phối Cấp 1 Tân Tiến - CN 09856,0820009856,0100009856,ncc09856@tântiến.vn,"Số 76 Nguyễn Trãi, Hà Nội",0,Đối tác cung ứng cấp 1 khu vực Hà Nội
Công ty TNHH Phân phối Đức Trí - CN 09857,0820009857,0100009857,ncc09857@đứctrí.vn,"Số 77 Lê Lợi, TP. Hồ Chí Minh",0,Đối tác cung ứng cấp 1 khu vực TP. Hồ Chí Minh
Công ty Cổ phần Thương mại An Bình - CN 09858,0820009858,0100009858,ncc09858@anbình.vn,"Số 78 Trần Hưng Đạo, Đà Nẵng",40000000,Đối tác cung ứng cấp 1 khu vực Đà Nẵng
Tổng Kho Đại lý Khang Thịnh - CN 09859,0820009859,0100009859,ncc09859@khangthịnh.vn,"Số 79 Hai Bà Trưng, Hải Phòng",0,Đối tác cung ứng cấp 1 khu vực Hải Phòng
Nhà phân phối Hàng tiêu dùng Thịnh Vượng - CN 09860,0820009860,0100009860,ncc09860@thịnhvượng.vn,"Số 80 Hoàng Diệu, Cần Thơ",0,Đối tác cung ứng cấp 1 khu vực Cần Thơ
Doanh nghiệp Tư nhân Việt Phát - CN 09861,0820009861,0100009861,ncc09861@việtphát.vn,"Số 81 Giải Phóng, Bình Dương",5000000,Đối tác cung ứng cấp 1 khu vực Bình Dương
Công ty TNHH Thực phẩm Hưng Thịnh - CN 09862,0820009862,0100009862,ncc09862@hưngthịnh.vn,"Số 82 Cầu Giấy, Đồng Nai",0,Đối tác cung ứng cấp 1 khu vực Đồng Nai
Công ty Cổ phần Đầu tư Bán lẻ Toàn Thắng - CN 09863,0820009863,0100009863,ncc09863@toànthắng.vn,"Số 83 Nguyễn Huệ, Bắc Ninh",0,Đối tác cung ứng cấp 1 khu vực Bắc Ninh
Đại lý Phân phối Cấp 1 Phúc Lộc - CN 09864,0820009864,0100009864,ncc09864@phúclộc.vn,"Số 84 Điện Biên Phủ, Thái Nguyên",20000000,Đối tác cung ứng cấp 1 khu vực Thái Nguyên
Công ty TNHH Phân phối Minh Châu - CN 09865,0820009865,0100009865,ncc09865@minhchâu.vn,"Số 85 Lý Thường Kiệt, Quảng Ninh",0,Đối tác cung ứng cấp 1 khu vực Quảng Ninh
Công ty Cổ phần Thương mại Đại Nam - CN 09866,0820009866,0100009866,ncc09866@đạinam.vn,"Số 86 Pasteur, Nam Định",0,Đối tác cung ứng cấp 1 khu vực Nam Định
Tổng Kho Đại lý Hải Đăng - CN 09867,0820009867,0100009867,ncc09867@hảiđăng.vn,"Số 87 Cách Mạng Tháng 8, Nghệ An",35000000,Đối tác cung ứng cấp 1 khu vực Nghệ An
Nhà phân phối Hàng tiêu dùng Á Châu - CN 09868,0820009868,0100009868,ncc09868@áchâu.vn,"Số 88 Võ Văn Kiệt, Thanh Hóa",0,Đối tác cung ứng cấp 1 khu vực Thanh Hóa
Doanh nghiệp Tư nhân Hoàng Kim - CN 09869,0820009869,0100009869,ncc09869@hoàngkim.vn,"Số 89 Quang Trung, Khánh Hòa",0,Đối tác cung ứng cấp 1 khu vực Khánh Hòa
Công ty TNHH Thực phẩm Thành Đạt - CN 09870,0820009870,0100009870,ncc09870@thànhđạt.vn,"Số 90 Bạch Đằng, Lâm Đồng",0,Đối tác cung ứng cấp 1 khu vực Lâm Đồng
Công ty Cổ phần Đầu tư Bán lẻ Thiên Phú - CN 09871,0820009871,0100009871,ncc09871@thiênphú.vn,"Số 91 Nguyễn Trãi, Hà Nội",0,Đối tác cung ứng cấp 1 khu vực Hà Nội
Đại lý Phân phối Cấp 1 Thái Bình Dương - CN 09872,0820009872,0100009872,ncc09872@tháibìnhdương.vn,"Số 92 Lê Lợi, TP. Hồ Chí Minh",0,Đối tác cung ứng cấp 1 khu vực TP. Hồ Chí Minh
Công ty TNHH Phân phối Nam Việt - CN 09873,0820009873,0100009873,ncc09873@namviệt.vn,"Số 93 Trần Hưng Đạo, Đà Nẵng",15000000,Đối tác cung ứng cấp 1 khu vực Đà Nẵng
Công ty Cổ phần Thương mại Đông Dương - CN 09874,0820009874,0100009874,ncc09874@đôngdương.vn,"Số 94 Hai Bà Trưng, Hải Phòng",0,Đối tác cung ứng cấp 1 khu vực Hải Phòng
Tổng Kho Đại lý Gia Phát - CN 09875,0820009875,0100009875,ncc09875@giaphát.vn,"Số 95 Hoàng Diệu, Cần Thơ",0,Đối tác cung ứng cấp 1 khu vực Cần Thơ
Nhà phân phối Hàng tiêu dùng Tân Tiến - CN 09876,0820009876,0100009876,ncc09876@tântiến.vn,"Số 96 Giải Phóng, Bình Dương",30000000,Đối tác cung ứng cấp 1 khu vực Bình Dương
Doanh nghiệp Tư nhân Đức Trí - CN 09877,0820009877,0100009877,ncc09877@đứctrí.vn,"Số 97 Cầu Giấy, Đồng Nai",0,Đối tác cung ứng cấp 1 khu vực Đồng Nai
Công ty TNHH Thực phẩm An Bình - CN 09878,0820009878,0100009878,ncc09878@anbình.vn,"Số 98 Nguyễn Huệ, Bắc Ninh",0,Đối tác cung ứng cấp 1 khu vực Bắc Ninh
Công ty Cổ phần Đầu tư Bán lẻ Khang Thịnh - CN 09879,0820009879,0100009879,ncc09879@khangthịnh.vn,"Số 99 Điện Biên Phủ, Thái Nguyên",45000000,Đối tác cung ứng cấp 1 khu vực Thái Nguyên
Đại lý Phân phối Cấp 1 Thịnh Vượng - CN 09880,0820009880,0100009880,ncc09880@thịnhvượng.vn,"Số 100 Lý Thường Kiệt, Quảng Ninh",0,Đối tác cung ứng cấp 1 khu vực Quảng Ninh
Công ty TNHH Phân phối Việt Phát - CN 09881,0820009881,0100009881,ncc09881@việtphát.vn,"Số 101 Pasteur, Nam Định",0,Đối tác cung ứng cấp 1 khu vực Nam Định
Công ty Cổ phần Thương mại Hưng Thịnh - CN 09882,0820009882,0100009882,ncc09882@hưngthịnh.vn,"Số 102 Cách Mạng Tháng 8, Nghệ An",10000000,Đối tác cung ứng cấp 1 khu vực Nghệ An
Tổng Kho Đại lý Toàn Thắng - CN 09883,0820009883,0100009883,ncc09883@toànthắng.vn,"Số 103 Võ Văn Kiệt, Thanh Hóa",0,Đối tác cung ứng cấp 1 khu vực Thanh Hóa
Nhà phân phối Hàng tiêu dùng Phúc Lộc - CN 09884,0820009884,0100009884,ncc09884@phúclộc.vn,"Số 104 Quang Trung, Khánh Hòa",0,Đối tác cung ứng cấp 1 khu vực Khánh Hòa
Doanh nghiệp Tư nhân Minh Châu - CN 09885,0820009885,0100009885,ncc09885@minhchâu.vn,"Số 105 Bạch Đằng, Lâm Đồng",25000000,Đối tác cung ứng cấp 1 khu vực Lâm Đồng
Công ty TNHH Thực phẩm Đại Nam - CN 09886,0820009886,0100009886,ncc09886@đạinam.vn,"Số 106 Nguyễn Trãi, Hà Nội",0,Đối tác cung ứng cấp 1 khu vực Hà Nội
Công ty Cổ phần Đầu tư Bán lẻ Hải Đăng - CN 09887,0820009887,0100009887,ncc09887@hảiđăng.vn,"Số 107 Lê Lợi, TP. Hồ Chí Minh",0,Đối tác cung ứng cấp 1 khu vực TP. Hồ Chí Minh
Đại lý Phân phối Cấp 1 Á Châu - CN 09888,0820009888,0100009888,ncc09888@áchâu.vn,"Số 108 Trần Hưng Đạo, Đà Nẵng",40000000,Đối tác cung ứng cấp 1 khu vực Đà Nẵng
Công ty TNHH Phân phối Hoàng Kim - CN 09889,0820009889,0100009889,ncc09889@hoàngkim.vn,"Số 109 Hai Bà Trưng, Hải Phòng",0,Đối tác cung ứng cấp 1 khu vực Hải Phòng
Công ty Cổ phần Thương mại Thành Đạt - CN 09890,0820009890,0100009890,ncc09890@thànhđạt.vn,"Số 110 Hoàng Diệu, Cần Thơ",0,Đối tác cung ứng cấp 1 khu vực Cần Thơ
Tổng Kho Đại lý Thiên Phú - CN 09891,0820009891,0100009891,ncc09891@thiênphú.vn,"Số 111 Giải Phóng, Bình Dương",5000000,Đối tác cung ứng cấp 1 khu vực Bình Dương
Nhà phân phối Hàng tiêu dùng Thái Bình Dương - CN 09892,0820009892,0100009892,ncc09892@tháibìnhdương.vn,"Số 112 Cầu Giấy, Đồng Nai",0,Đối tác cung ứng cấp 1 khu vực Đồng Nai
Doanh nghiệp Tư nhân Nam Việt - CN 09893,0820009893,0100009893,ncc09893@namviệt.vn,"Số 113 Nguyễn Huệ, Bắc Ninh",0,Đối tác cung ứng cấp 1 khu vực Bắc Ninh
Công ty TNHH Thực phẩm Đông Dương - CN 09894,0820009894,0100009894,ncc09894@đôngdương.vn,"Số 114 Điện Biên Phủ, Thái Nguyên",20000000,Đối tác cung ứng cấp 1 khu vực Thái Nguyên
Công ty Cổ phần Đầu tư Bán lẻ Gia Phát - CN 09895,0820009895,0100009895,ncc09895@giaphát.vn,"Số 115 Lý Thường Kiệt, Quảng Ninh",0,Đối tác cung ứng cấp 1 khu vực Quảng Ninh
